,Tweet Content,User Name,HashTags,Retweet Count,Favourite Count,URL,Created Date
10,"Best Laptops for Deep Learning, Machine Learning, and Data Science https://t.co/xHFeDz7kGN  #MachineLearning #DataScience #DeepLearning",Datascience__,"['MachineLearning', 'DataScience', 'DeepLearning']",5,1,https://twitter.com/Datascience__/status/1371246341444239360,2021-03-14
11,"Ant art: The exhibition of paintings created entirely by artificial intelligence

#AI #DeepLearning 

@sebbourguignon @alvinfoo @KirkDBorne @FrRonconi @TerenceLeungSF @ronald_vanloon @jblefevre60 @evankirstel @mvollmer1 @HeinzvHoenen @haroldsinnott https://t.co/n4cNxkf6jQ",richardkimphd,"['AI', 'DeepLearning']",4,9,https://twitter.com/richardkimphd/status/1371242168224948227,2021-03-14
12,"Thank you to our friends at #SuperbAI @superb_hq for sponsoring @towards_AI's newsletter! → https://t.co/pMrwiIYvBc 

#mw #deeplearning #datascience #datalabeling #machinelearning #ml #datamanagement #TowardsAI #nlp #descriptivestatistics #research #AI #artificialintelligence",robiriondo,"['SuperbAI', 'mw', 'deeplearning', 'datascience', 'datalabeling', 'machinelearning', 'ml', 'datamanagement', 'TowardsAI', 'nlp', 'descriptivestatistics', 'research', 'AI', 'artificialintelligence']",4,4,https://twitter.com/robiriondo/status/1371970844050735105,2021-03-16
13,"Can artificial intelligence predict whether someone will die from #COVID? 

#AI #DeepLearning

@PhilippBohn @ralph_ohr @pierrepinna @jblefevre60 @AdamLGRing @dinisguarda @BetaMoroney @DTLabUCC @DrJDrooghaag @efipm @CyrilCoste  @LindaGrass0 

https://t.co/Uo8PcwMkun",richardkimphd,"['COVID', 'AI', 'DeepLearning']",4,3,https://twitter.com/richardkimphd/status/1371243160282697731,2021-03-14
14,"Generating functional protein variants with variational autoencoders | PLOS Computational Biology
https://t.co/gheGfKuCjH

#DeepLearning https://t.co/MHDRGdNp9A",BioDecoded,['DeepLearning'],4,3,https://twitter.com/BioDecoded/status/1370887354529968130,2021-03-13
15,Beginners Guide: Predict the Stock Market by Billy Bonaros via #TowardsAI → https://t.co/hO9seoTfYb #MachineLearning #ML #ArtificialIntelligence #AI #DataScience #DeepLearning #Technology #Programming #news #research #Science,stanford__ai,"['TowardsAI', 'MachineLearning', 'ML', 'ArtificialIntelligence', 'AI', 'DataScience', 'DeepLearning', 'Technology', 'Programming', 'news', 'research', 'Science']",4,1,https://twitter.com/stanford__ai/status/1371972048831008768,2021-03-16
16,How to Create a Powerful TF-IDF Keyword Research Tool in Python by Billy Bonaros via #TowardsAI → https://t.co/2tDMHqiSKU #MachineLearning #ML #ArtificialIntelligence #AI #DataScience #DeepLearning #Technology #Programming #news #research #Science,towards_AI,"['TowardsAI', 'MachineLearning', 'ML', 'ArtificialIntelligence', 'AI', 'DataScience', 'DeepLearning', 'Technology', 'Programming', 'news', 'research', 'Science']",4,1,https://twitter.com/towards_AI/status/1371971595615543298,2021-03-16
17,#DrugDesign #DeepLearning: scientists have created a physics-based neural network that can predict protein conformational dynamics from experimentally determined atomic structures and molecular simulations - https://t.co/Sus6jU0Yuj #Bioinformatics #ProteinEngineering https://t.co/sidukprK86,RoyalVoxPost,"['DrugDesign', 'DeepLearning', 'Bioinformatics', 'ProteinEngineering']",3,6,https://twitter.com/RoyalVoxPost/status/1371611688739471369,2021-03-15
18,"Free video #mathematical lectures on 👇🏾

#Tensor
#TensorAnalysis
#TensorGeometry
#TensorNetworks
#TensorDecomposition
#LinearAlgebra
#MultiLinearAlgebra
#HighDimensionalData

Great for deep understanding of 
#MachineLearning
#ML
#DeepLearning
#DL

🙏🏾@ipam_ucla 
#AI
#HilbertSpace https://t.co/PKvf3Too5d",MDJDPathology,"['mathematical', 'Tensor', 'TensorAnalysis', 'TensorGeometry', 'TensorNetworks', 'TensorDecomposition', 'LinearAlgebra', 'MultiLinearAlgebra', 'HighDimensionalData', 'MachineLearning', 'ML', 'DeepLearning', 'DL', 'AI', 'HilbertSpace']",3,3,https://twitter.com/MDJDPathology/status/1371249138755629059,2021-03-14
19,"Base-resolution models of transcription-factor binding reveal soft motif syntax | Nature Genetics
https://t.co/i5X7UxR7F0

#DeepLearning https://t.co/8gxgVwaDA7",BioDecoded,['DeepLearning'],3,2,https://twitter.com/BioDecoded/status/1370886894062505984,2021-03-13
40,"In a machine learning project, model evaluation and selection are very important aspects of a data science project. https://t.co/lSZIg0ahjw
#machinelearning
#deeplearning
#naturallanguageprocessing
#python
#digilitiks
#analytics",digilitiks,"['machinelearning', 'deeplearning', 'naturallanguageprocessing', 'python', 'digilitiks', 'analytics']",3,2,https://twitter.com/digilitiks/status/1369791269782777856,2021-03-10
20,Beginners Guide: Predict the Stock Market by Billy Bonaros via #TowardsAI → https://t.co/BUaOYWjv2N #MachineLearning #ML #ArtificialIntelligence #AI #DataScience #DeepLearning #Technology #Programming #news #research #Science,towards_AI,"['TowardsAI', 'MachineLearning', 'ML', 'ArtificialIntelligence', 'AI', 'DataScience', 'DeepLearning', 'Technology', 'Programming', 'news', 'research', 'Science']",3,1,https://twitter.com/towards_AI/status/1371971551617282054,2021-03-16
21,"Would you like some AIs with that? 

#ArtificialIntelligence #MachineLearning #DeepLearning #aiaustralia #BigData  #McDonalds https://t.co/3uDhbeeRkD",AustraliaAi,"['ArtificialIntelligence', 'MachineLearning', 'DeepLearning', 'aiaustralia', 'BigData', 'McDonalds']",3,1,https://twitter.com/AustraliaAi/status/1371970906831126529,2021-03-16
22,"WayRay presents an #AR experience empowering the future of autonomous technology 

Read/Add #SelfDrivingCars news
https://t.co/bpSD60w38Y

#computervision #machinelearning #deeplearning #ml #dl #ai 
#driverlesscars #autonomouscars #autonomousvehicles https://t.co/MNPxVwzKfA",selfdriving360,"['AR', 'SelfDrivingCars', 'computervision', 'machinelearning', 'deeplearning', 'ml', 'dl', 'ai', 'driverlesscars', 'autonomouscars', 'autonomousvehicles']",3,1,https://twitter.com/selfdriving360/status/1371604372442992645,2021-03-15
23,"Would you like some AIs with that? 

#ArtificialIntelligence #MachineLearning #DeepLearning #aiaustralia #BigData  #McDonalds https://t.co/ZMax2LBcWF",AustraliaAi,"['ArtificialIntelligence', 'MachineLearning', 'DeepLearning', 'aiaustralia', 'BigData', 'McDonalds']",2,3,https://twitter.com/AustraliaAi/status/1371246130525306881,2021-03-14
24,"Principal Component Analysis helps us simplify our data by reducing dimensionality without sacrificing the quality of information. 
https://t.co/XzijwZFcGl
#machinelearning
#deeplearning
#naturallanguageprocessing
#python
#digilitiks
#analytics",digilitiks,"['machinelearning', 'deeplearning', 'naturallanguageprocessing', 'python', 'digilitiks', 'analytics']",2,3,https://twitter.com/digilitiks/status/1370886060050325505,2021-03-13
25,"Hi guys! I just released Episode 218 of Data Every Day, a series where I train ML models on a new Kaggle dataset each day. Check it out!
https://t.co/pT6VJvDBSV

#MachineLearning #ArtificialIntelligence #DeepLearning #DataScience #ML #AI #DL #Data #Kaggle",gcdatkin,"['MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'ML', 'AI', 'DL', 'Data', 'Kaggle']",2,2,https://twitter.com/gcdatkin/status/1371968920266096640,2021-03-16
26,"This will require institutions to spend more on training and educate society not to enter into employment fields that are susceptible to AI impact.
#AI #Artificialintelligence #DataScience #DataAnalytics #DigitalTransformation #tech #DeepLearning #MachineLearning #ML #technology https://t.co/womB0uRuu1",SadiqAlesia,"['AI', 'Artificialintelligence', 'DataScience', 'DataAnalytics', 'DigitalTransformation', 'tech', 'DeepLearning', 'MachineLearning', 'ML', 'technology']",2,2,https://twitter.com/SadiqAlesia/status/1371610218740744194,2021-03-15
27,"We are looking for a 12-month Research Fellow on generative deep learning for compressed sensing at @IspammL, @SapienzaRoma. 
Deadline: April 1, 2021.

For further details:
https://t.co/zPGgLYccFC

#OpenPosition #GAN #VAE #DeepLearning #NeuralNetworks #Audio #FastMRI",IspammL,"['OpenPosition', 'GAN', 'VAE', 'DeepLearning', 'NeuralNetworks', 'Audio', 'FastMRI']",2,2,https://twitter.com/IspammL/status/1371243203983257600,2021-03-14
28,Google AI Blog: Accelerating Neural Networks on Mobile and Web with Sparse Inference #ArtificialIntelligence #Classification #DeepLearning #MachineLearning #NeuralNetworks #Tensorflow https://t.co/dWbs4VYlPd,ai_summary,"['ArtificialIntelligence', 'Classification', 'DeepLearning', 'MachineLearning', 'NeuralNetworks', 'Tensorflow']",2,2,https://twitter.com/ai_summary/status/1369796654795264000,2021-03-10
29,"Submit ur Research Papers, Survey, Report for publication &amp; recognition: paper.uasg2021@iitr.ac.in  #drones #UAV #DeepLearning #ElonMusk #Researchpaper #dronephotography #survey #dronephotography #cityscape #DJI #3Dmodeling #3Dscanning #mapping #photogrammetry #realitycapture",UASG9,"['drones', 'UAV', 'DeepLearning', 'ElonMusk', 'Researchpaper', 'dronephotography', 'survey', 'dronephotography', 'cityscape', 'DJI', '3Dmodeling', '3Dscanning', 'mapping', 'photogrammetry', 'realitycapture']",2,1,https://twitter.com/UASG9/status/1370884749909127170,2021-03-13
30,"Another aspect is to create an organisational culture that adopts change and technology to minimise employee resentment and retaliation to change.
#AI #Artificialintelligence #DataScience #DataAnalytics #DigitalTransformation #tech #DeepLearning #MachineLearning #ML #technology https://t.co/dvNsCh3Ppv",SadiqAlesia,"['AI', 'Artificialintelligence', 'DataScience', 'DataAnalytics', 'DigitalTransformation', 'tech', 'DeepLearning', 'MachineLearning', 'ML', 'technology']",2,1,https://twitter.com/SadiqAlesia/status/1370154701795250183,2021-03-11
31,"Today's market summary and tomorrow's forecast (https://t.co/8ZEdmPyVQ5)
69%, 73% and 55% of #NASDAQ,  #NYSE and #TSX #stocks fell; $IXIC +0.09%, $NYA -0.67% and $GSPTSE -0.43%
🔥Hot: $TSLA $AAPL $AMZN $MSFT $FB 
$BA $BABA $NIO $JPM $DIS $SQ $XOM

#AI #DeepLearning #Predictions https://t.co/9AsXg8Kzm2",Ai2Stock,"['NASDAQ', 'NYSE', 'TSX', 'stocks', 'AI', 'DeepLearning', 'Predictions']",1,2,https://twitter.com/Ai2Stock/status/1371974100864884738,2021-03-16
32,"🐳 Kubeflow  is an open source platform developed by google to contain the machine learning model development life cycle.

https://t.co/MiW1bgqQ0o

#kubeflow #kubernetes #machinelearning #lifecycle #deeplearning #deployment #mlops #kfserving",Fernando_LpzV,"['kubeflow', 'kubernetes', 'machinelearning', 'lifecycle', 'deeplearning', 'deployment', 'mlops', 'kfserving']",1,2,https://twitter.com/Fernando_LpzV/status/1371611021039738882,2021-03-15
33,"Would you like some AIs with that? 

#ArtificialIntelligence #MachineLearning #DeepLearning #aiaustralia #BigData  #McDonalds https://t.co/aMJ4bNlNFy",AustraliaAi,"['ArtificialIntelligence', 'MachineLearning', 'DeepLearning', 'aiaustralia', 'BigData', 'McDonalds']",1,2,https://twitter.com/AustraliaAi/status/1370521331494699014,2021-03-12
34,"What is a Deepfake?
https://t.co/7dwcuDcaTC
#deepfake #technology #future #ai #machinelearning #deeplearning #business",Blogging__Guide,"['deepfake', 'technology', 'future', 'ai', 'machinelearning', 'deeplearning', 'business']",1,2,https://twitter.com/Blogging__Guide/status/1370521323789815821,2021-03-12
35,"A New Operand to Reduce Over-parametrization in Neural Networks.
#neuralnetworks #deeplearning #operand #mathematics
https://t.co/4nuhMt9CyP",DeCurto2,"['neuralnetworks', 'deeplearning', 'operand', 'mathematics']",1,2,https://twitter.com/DeCurto2/status/1369797127942139907,2021-03-10
36,How to Create a Powerful TF-IDF Keyword Research Tool in Python by Billy Bonaros via #TowardsAI → https://t.co/t5DUGmGp7P #MachineLearning #ML #ArtificialIntelligence #AI #DataScience #DeepLearning #Technology #Programming #news #research #Science,stanford__ai,"['TowardsAI', 'MachineLearning', 'ML', 'ArtificialIntelligence', 'AI', 'DataScience', 'DeepLearning', 'Technology', 'Programming', 'news', 'research', 'Science']",1,1,https://twitter.com/stanford__ai/status/1371972050445856771,2021-03-16
37,General News Article page #BigData #deeplearning #learning via https://t.co/NEo7LankbK https://t.co/pZVL4yqjDG,Techfuturenew,"['BigData', 'deeplearning', 'learning']",1,1,https://twitter.com/Techfuturenew/status/1370885282434809858,2021-03-13
38,"Deep Learning Mathematics demands your understanding of Moore-Penrose Pseudoinverse as it helps you solve the system of a linear equation. https://t.co/xyNPfb6lhc
#machinelearning
#deeplearning
#naturallanguageprocessing
#python
#digilitiks
#analytics",digilitiks,"['machinelearning', 'deeplearning', 'naturallanguageprocessing', 'python', 'digilitiks', 'analytics']",1,1,https://twitter.com/digilitiks/status/1370522217834971136,2021-03-12
39,[2009.10277] Constructing interval variables via faceted Rasch measurement and multitask #DeepLearning : a hate speech application  https://t.co/QYIbCmXvnV H/T: @WiDSBerkeley,saqibali_ca,['DeepLearning'],1,1,https://twitter.com/saqibali_ca/status/1370161066727014400,2021-03-11
