,Tweet Content,User Name,Tweet Id,HashTags,CreatedAt,Retweet Count,Favourite Count,Image URL,Embedded URL
16,"#FEATURED #COURSES

#JavaScript - The Complete Guide 2021 (Beginner + Advanced)

Modern JavaScript from the beginning - all the way up to JS expert level! 

https://t.co/tlA4bruFls

#online #CodeNewbies #100DaysOfCode #developer #webdevelopment #womenWhoCode https://t.co/3EtoHJnrGF",byLilyV,1364102475985412098,"['FEATURED', 'COURSES', 'JavaScript', 'online', 'CodeNewbies', '100DaysOfCode', 'developer', 'webdevelopment', 'womenWhoCode']",2021-02-23 06:39:08+08:00,2,1,['http://pbs.twimg.com/media/Eu5D-PHXUAEyrLO.jpg'],"['https://t.co/tlA4bruFls', 'https://t.co/3EtoHJnrGF']"
17,"Rick speaks the truth😂
#code #coding #javascript #python #datascience #programming #programmer  #100daysofcode #webdev #webdevelopment #php #linux #css #programmingmemes #codinglife #codingpics #programmingjokes #java #ide #machinelearning #AI #virtualreality #rickandmorty https://t.co/dAkj8b5Hlu",anoushk77,1364102445903806467,"['code', 'coding', 'javascript', 'python', 'datascience', 'programming', 'programmer', '100daysofcode', 'webdev', 'webdevelopment', 'php', 'linux', 'css', 'programmingmemes', 'codinglife', 'codingpics', 'programmingjokes', 'java', 'ide', 'machinelearning', 'AI', 'virtualreality', 'rickandmorty']",2021-02-23 06:39:01+08:00,10,8,['http://pbs.twimg.com/media/Eu5D8dlXUAUKV6V.jpg'],['https://t.co/dAkj8b5Hlu']
18,"3. Intro to CS - Course by MIT

https://t.co/EWBqTSIbjO

#100DaysOfCode #CodeNewbies",its_ayush24,1364102257113899021,"['100DaysOfCode', 'CodeNewbies']",2021-02-23 06:38:16+08:00,3,2,no images,['https://t.co/EWBqTSIbjO']
19,"2. Python From Scratch - Course by University of Waterloo

https://t.co/w03SAneunX

#100DaysOfCode #CodeNewbies",its_ayush24,1364102255037747202,"['100DaysOfCode', 'CodeNewbies']",2021-02-23 06:38:16+08:00,1,1,no images,['https://t.co/w03SAneunX']
20,"1. CS50 by Harvard 
https://t.co/3HmPhZE5fo

#100DaysOfCode #CodeNewbies",its_ayush24,1364102252600852483,"['100DaysOfCode', 'CodeNewbies']",2021-02-23 06:38:15+08:00,1,1,no images,['https://t.co/3HmPhZE5fo']
21,"Some top universities CS courses which you can do for FREE!!

Looking to get started with CS or want to learn new concepts, checkout the list.

A thread 🧵🧵

#100DaysOfCode #CodeNewbies",its_ayush24,1364102250444955649,"['100DaysOfCode', 'CodeNewbies']",2021-02-23 06:38:14+08:00,2,2,no images,[]
22,"Day 1 of #100DaysOfCode 

Today in class, we went over modularity.
- makes code cleaner
- easier to edit
- able to run tests

file you want to export:
module.exports = {}. [], num. 'string', function()

where you want to import:
const moduleName = require('filepath')",dulce_jenner,1364102139547508748,['100DaysOfCode'],2021-02-23 06:37:48+08:00,4,3,no images,[]
23,@30xcodes is one of the #supercoder of the day. Good work. #100DaysOfCode #301DaysOfCode,heroes_bot,1364101631370022912,"['supercoder', '100DaysOfCode', '301DaysOfCode']",2021-02-23 06:35:47+08:00,7,0,no images,[]
24,"I am powering 💪through the @WeSabio PreWork. Join me for FREE and you can earn a stipend to #LearnToCode 👊 Let's do this!
#javascript #100DaysOfCode #Javascript #CodeNewbie #codingbootcamps
 https://t.co/4pVajhvlCW #CodeTogether #",toshikawa,1364101243191185409,"['LearnToCode', 'javascript', '100DaysOfCode', 'Javascript', 'CodeNewbie', 'codingbootcamps', 'CodeTogether']",2021-02-23 06:34:14+08:00,4,1,no images,['https://t.co/4pVajhvlCW']
25,"Do Deep Neural Networks Outperform Kernel Regression. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode 
https://t.co/eI0prxEjHp https://t.co/5MsxLGDZgV",gp_pulipaka,1364101193815965697,"['BigData', 'Analytics', 'DataScience', 'AI', 'MachineLearning', 'IoT', 'IIoT', 'Python', 'RStats', 'TensorFlow', 'JavaScript', 'ReactJS', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Programming', 'Coding', '100DaysofCode']",2021-02-23 06:34:03+08:00,20,13,"['http://pbs.twimg.com/media/Eu5CzmXWQAEuAxq.jpg', 'http://pbs.twimg.com/media/Eu5CzmvWQAAI8YC.jpg', 'http://pbs.twimg.com/media/Eu5CzluXUAEpPY_.png', 'http://pbs.twimg.com/media/Eu5CzlvWQAE-xcG.jpg']","['https://t.co/eI0prxEjHp', 'https://t.co/5MsxLGDZgV']"
26,"📢Another wesabio Candidate, Gabriella , is making Coding Moves by completing a section of our PreWork course 💫
 
💸You make money moves by Joining FREE &amp; earn $500 stipend
https://t.co/DKI0g50UkU
#100DaysOfCode #webdev #html #css #javascript",WeSabio,1364101115969699841,"['100DaysOfCode', 'webdev', 'html', 'css', 'javascript']",2021-02-23 06:33:44+08:00,4,1,no images,['https://t.co/DKI0g50UkU']
27,"#DEVCommunity #webdev #CodeNewbie #javascript #100DaysOfCode 
""The greatest danger for most of us is not that our aim is too high and we miss it, but that it is too low and we reach it.""",TheFieryBot,1364101034222751744,"['DEVCommunity', 'webdev', 'CodeNewbie', 'javascript', '100DaysOfCode']",2021-02-23 06:33:24+08:00,15,0,no images,[]
28,"MY GAMES ARE GUARANTEED WITH NO CHANCE OF LOOSING, HIGHLY MANIPULATED AND GUARANTEED. CALL 08071573433 OR WHATSAPP. +2349075422303 #kenya #100DaysOfCode  #betting #SouthAfrica #bettingtips @SURE__WINNING #fixedmatch #sportsbetting #Nigeria #tipster  #bettingexpert https://t.co/cIlwueUV6T",SURE__WINNING,1364100929096671237,"['kenya', '100DaysOfCode', 'betting', 'SouthAfrica', 'bettingtips', 'fixedmatch', 'sportsbetting', 'Nigeria', 'tipster', 'bettingexpert']",2021-02-23 06:32:59+08:00,3,2,"['http://pbs.twimg.com/media/Eu5Chh2XAAEGNUA.jpg', 'http://pbs.twimg.com/media/Eu5CiEYXEAAKp9R.jpg', 'http://pbs.twimg.com/media/Eu5CjD9XUAEnAIP.jpg', 'http://pbs.twimg.com/media/Eu5CjpEXUAgH2BA.jpg']",['https://t.co/cIlwueUV6T']
29,Starting day 23 of 100 days of code and my energy levels are high. I didn't think I'd last this long. I thought coding was beyond me and too hard. It is hard but if you push through and stay consistent you can do anything. #100DaysOfCode #CodeNewbie #dev,rob_coding,1364100896771231745,"['100DaysOfCode', 'CodeNewbie', 'dev']",2021-02-23 06:32:52+08:00,2,3,no images,[]
30,"MY GAMES ARE GUARANTEED WITH NO CHANCE OF LOOSING, HIGHLY MANIPULATED AND GUARANTEED. CALL 08071573433 OR WHATSAPP. +2349075422303 #kenya #100DaysOfCode  #betting #SouthAfrica #bettingtips @SURE__WINNING #fixedmatch #sportsbetting #Nigeria #tipster  #bettingexpert https://t.co/PrFvRhdCpe",SURE__WINNING,1364100854844973057,"['kenya', '100DaysOfCode', 'betting', 'SouthAfrica', 'bettingtips', 'fixedmatch', 'sportsbetting', 'Nigeria', 'tipster', 'bettingexpert']",2021-02-23 06:32:42+08:00,2,1,"['http://pbs.twimg.com/media/Eu5CdKwXUAMGQHB.jpg', 'http://pbs.twimg.com/media/Eu5CeN_XIAEkzaJ.jpg', 'http://pbs.twimg.com/media/Eu5Ce4WWQAEE9dm.jpg', 'http://pbs.twimg.com/media/Eu5CfdiWgAAlkPX.jpg']",['https://t.co/PrFvRhdCpe']
31,"R4D52 - 53 #100DaysOfCode &amp;&amp; Day 21 - 22 #30DaysOfFlutter

🔸Read about communication with external APIs.
🔸 Watched a video about using firebase with flutter.
https://t.co/AgUhz4asU6

#flutter #dart @WomenWhoCode @CodeNewbies",QueueElTee,1364100822750134272,"['100DaysOfCode', '30DaysOfFlutter', 'flutter', 'dart']",2021-02-23 06:32:34+08:00,5,5,no images,['https://t.co/AgUhz4asU6']
32,"MY GAMES ARE GUARANTEED WITH NO CHANCE OF LOOSING, HIGHLY MANIPULATED AND GUARANTEED. CALL OR WHATSAPP. +2347043010702 #kenya #100DaysOfCode  #betting #SouthAfrica #bettingtips  #fixedmatch #sportsbetting #Nigeria #tipster  #bettingexpert https://t.co/RYnmZqNU28",ODDSFIXEDBOSS,1364100759848161282,"['kenya', '100DaysOfCode', 'betting', 'SouthAfrica', 'bettingtips', 'fixedmatch', 'sportsbetting', 'Nigeria', 'tipster', 'bettingexpert']",2021-02-23 06:32:19+08:00,1,1,"['http://pbs.twimg.com/media/Eu5CWsvWYAA2ZCt.jpg', 'http://pbs.twimg.com/media/Eu5CYVRXMAMmPBq.jpg', 'http://pbs.twimg.com/media/Eu5CZE-WgAInezi.jpg', 'http://pbs.twimg.com/media/Eu5CZ9GXAAgen4W.jpg']",['https://t.co/RYnmZqNU28']
33,"Day 57 | #100DaysOfCode 
Attended a virtual 👨🏾‍💻 tech meet up and connected 🤳🏾 with some new people. Heard some good information on what companies are looking for. Problem solving and solid communication seemed to standout the most. 📞
#DEVCommunity #BlackTechTwitter #BlackinTech",decadeapps,1364100756056367107,"['100DaysOfCode', 'DEVCommunity', 'BlackTechTwitter', 'BlackinTech']",2021-02-23 06:32:18+08:00,15,2,no images,[]
34,"MY GAMES ARE GUARANTEED WITH NO CHANCE OF LOOSING, HIGHLY MANIPULATED AND GUARANTEED. CALL 08071573433 OR WHATSAPP. +2349075422303 #kenya #100DaysOfCode  #betting #SouthAfrica #bettingtips @SURE__WINNING #fixedmatch #sportsbetting #Nigeria #tipster  #bettingexpert https://t.co/yOanzt6kud",SURE__WINNING,1364100753195941888,"['kenya', '100DaysOfCode', 'betting', 'SouthAfrica', 'bettingtips', 'fixedmatch', 'sportsbetting', 'Nigeria', 'tipster', 'bettingexpert']",2021-02-23 06:32:17+08:00,4,2,"['http://pbs.twimg.com/media/Eu5CYL1WQAEHorE.jpg', 'http://pbs.twimg.com/media/Eu5CYxxWYAE2ckO.jpg', 'http://pbs.twimg.com/media/Eu5CZN2WYAMZf0H.jpg', 'http://pbs.twimg.com/media/Eu5CZr8XMAE9s-J.jpg']",['https://t.co/yOanzt6kud']
35,"I googled ""minimum amount of sleep needed to survive"", and here's what I found.

#magnisale #100DaysOfCode #farmhouz #Thrive #sleep https://t.co/dOmbnZpsac",jjokah_,1364100750725558272,"['magnisale', '100DaysOfCode', 'farmhouz', 'Thrive', 'sleep']",2021-02-23 06:32:17+08:00,1,0,['http://pbs.twimg.com/ext_tw_video_thumb/1364100710309257217/pu/img/5iyyt9wgi6Oqax4h.jpg'],['https://t.co/dOmbnZpsac']
36,"I've been really impressed by @NextGenHQ and the value they provide #entrepreneurs and #startups! Use my referral link below to sign up for their 🔥💯 email content ⏬
https://t.co/n0GeId5Cwz

#100DaysOfCode #JavaScript30 #Coding #Code #Entrepreneurship",BrianHHough,1364100719662555137,"['entrepreneurs', 'startups', '100DaysOfCode', 'JavaScript30', 'Coding', 'Code', 'Entrepreneurship']",2021-02-23 06:32:09+08:00,6,1,no images,['https://t.co/n0GeId5Cwz']
37,"Feb 19,2021 #Day1OfCode 
Started with a basic html website project. I have written html before but day 1 feels like starting from scratch. 
Taking up #100DaysOfCode 🤞
#webdevelopment https://t.co/BlKvMs9xXS",code_cm18,1364100714889310216,"['Day1OfCode', '100DaysOfCode', 'webdevelopment']",2021-02-23 06:32:08+08:00,2,1,['http://pbs.twimg.com/media/Eu5CXC2VkAwvwQs.jpg'],['https://t.co/BlKvMs9xXS']
38,"#FEATURED #COURSES

Become a #WordPress #Developer: Unlocking Power With #Code

Learn #PHP, #JavaScript, #WordPress theming &amp; the WP REST API to Create Custom &amp; Interactive WordPress #Websites

https://t.co/iIHj03RgvS

#100daysofcode #codenewbies #womenwhocode #udemy #online https://t.co/jwABzMlOeg",byLilyV,1364100695725645825,"['FEATURED', 'COURSES', 'WordPress', 'Developer', 'Code', 'PHP', 'JavaScript', 'WordPress', 'Websites', '100daysofcode', 'codenewbies', 'womenwhocode', 'udemy', 'online']",2021-02-23 06:32:04+08:00,4,2,['http://pbs.twimg.com/media/Eu5CWfzXAAEQQnx.jpg'],"['https://t.co/iIHj03RgvS', 'https://t.co/jwABzMlOeg']"
39,"#Esports+#Betting - industry/users/fun facts

#EsportsBetting #100DaysOfCode @zensports #investing #branding #marketing @bet365 @SkySports @Ladbrokes @WilliamHill @betwayesports @SkyBet @talkSPORT #LOL  @tomwaterhouse @Betfair @Oddschanger #gaming @betway https://t.co/VlJfMrcFcR",ESbettingTV,1364100587889913856,"['Esports', 'Betting', 'EsportsBetting', '100DaysOfCode', 'investing', 'branding', 'marketing', 'LOL', 'gaming']",2021-02-23 06:31:38+08:00,2,1,no images,['https://t.co/VlJfMrcFcR']
40,"We did it!!
Over 5k views in the last 30 days!
Thank you everyone for looking!
#ReactJS #javascript #mediumwriters #typescript #coding #100DaysOfCode https://t.co/4C3wjtzTDc",Steven__Creates,1364100444255965186,"['ReactJS', 'javascript', 'mediumwriters', 'typescript', 'coding', '100DaysOfCode']",2021-02-23 06:31:04+08:00,4,1,['http://pbs.twimg.com/media/Eu5CH8_VIAEEWA4.jpg'],['https://t.co/4C3wjtzTDc']
41,"#100DaysOfCode 
Day 1

Wowowow I’ve never done this before but I just started learning HTML. Really exciting! Went over elements and structure for about 30 min. I’m definitely spending more time tomorrow learning.",alejandrito_dls,1364100128588488710,['100DaysOfCode'],2021-02-23 06:29:49+08:00,4,10,no images,[]
42,"⭕ What did the psychic say to the programmer?...I see dev people 

#programming #100DaysOfCode #DevOps #DevJokes #tech #javascript #Linux #CodeNewbie #Engineering #Coding https://t.co/Fax4tEmNXn",realColinMac,1364100017061982214,"['programming', '100DaysOfCode', 'DevOps', 'DevJokes', 'tech', 'javascript', 'Linux', 'CodeNewbie', 'Engineering', 'Coding']",2021-02-23 06:29:22+08:00,13,6,['http://pbs.twimg.com/media/Eu5BvI_U4AIrDIu.jpg'],['https://t.co/Fax4tEmNXn']
43,"JavaScript Tip⚡️: Use the spread operator inside a Promise.all() when you have N number of promises in an array.

Code: https://t.co/1zz705uWOQ
About Promise.all(): https://t.co/zPmoOPN4IZ

#javascript #CodeNewbie #100daysOfCode https://t.co/mOHK4T72np",devpato,1364100001790644226,"['javascript', 'CodeNewbie', '100daysOfCode']",2021-02-23 06:29:18+08:00,3,4,['http://pbs.twimg.com/media/Eu5AOxCXIAAk1yA.jpg'],"['https://t.co/1zz705uWOQ', 'https://t.co/zPmoOPN4IZ', 'https://t.co/mOHK4T72np']"
44,"MY GAMES ARE GUARANTEED WITH NO CHANCE OF LOOSING, HIGHLY MANIPULATED AND GUARANTEED. CALL 08071573433 OR WHATSAPP. +2349075422303 #kenya #100DaysOfCode  #betting #SouthAfrica #bettingtips @SURE__WINNING #fixedmatch #sportsbetting #Nigeria #tipster  #bettingexpert https://t.co/JPhPNo8Jwb",SURE__WINNING,1364099865492471811,"['kenya', '100DaysOfCode', 'betting', 'SouthAfrica', 'bettingtips', 'fixedmatch', 'sportsbetting', 'Nigeria', 'tipster', 'bettingexpert']",2021-02-23 06:28:46+08:00,3,1,"['http://pbs.twimg.com/media/Eu5BlfcXEAMzUbm.jpg', 'http://pbs.twimg.com/media/Eu5Bl9dWQAMEtgx.jpg']",['https://t.co/JPhPNo8Jwb']
45,"#100DaysOfCode
#javascript #salesforce #codinglife #CodeNewbie 
Completed 75% of #functional_programming at #freeCodeCamp and 4 of 5 final #javascript challenges.  Completed 68% of Developer Beginner #Salesforce #Trailhead.",t0es22,1364099716460539904,"['100DaysOfCode', 'javascript', 'salesforce', 'codinglife', 'CodeNewbie', 'functional_programming', 'freeCodeCamp', 'javascript', 'Salesforce', 'Trailhead']",2021-02-23 06:28:10+08:00,9,4,no images,[]
46,"Day 9 - holy crap, everything actually works now. I wanted to take a screen recording but some of the sounds need to get the volume turned down and it's getting late. Hopefully by Thursday

#100DaysOfCode @freeCodeCamp https://t.co/jiLIL4DpD4",ElChristianVM,1364099496259375107,['100DaysOfCode'],2021-02-23 06:27:18+08:00,12,7,['http://pbs.twimg.com/media/Eu5AhrcVkAEns6T.jpg'],['https://t.co/jiLIL4DpD4']
47,"Latest API automation interview Questions || Real-time scenarios by @nnishantgohel 

https://t.co/U1BJ9sEaYS

#fundootesters #100DaysOfCode #API #restassured #javascript",fundootesters,1364099457797685255,"['fundootesters', '100DaysOfCode', 'API', 'restassured', 'javascript']",2021-02-23 06:27:09+08:00,9,5,no images,['https://t.co/U1BJ9sEaYS']
48,"#Day11 Man I didn't really get to work on personal stuff today, I've pretty much been working on day job coding from 9 AM till 11 PM FeelsBadMan

#100DaysOfCode #webdev #ReactJS #learntocode #GraphQL",EternalLiquet,1364099416760664064,"['Day11', '100DaysOfCode', 'webdev', 'ReactJS', 'learntocode', 'GraphQL']",2021-02-23 06:26:59+08:00,4,6,no images,[]
49,"After @neeratanden's thinktank got millions from @uaegov, it went easy on #Yemen slaughter &amp; MBS

#100DaysOfCode
#WomenWhoCode
https://t.co/lm0YRWIvs1",Autumnhome1,1364099220534398980,"['Yemen', '100DaysOfCode', 'WomenWhoCode']",2021-02-23 06:26:12+08:00,9,1,no images,['https://t.co/lm0YRWIvs1']
50,"Wanna think like kanye ?, Introducing the Kanye Wisdom App that you need - my new personal project: https://t.co/sgB0fXGzzI
More stuff: https://t.co/jNzH8AZbrJ
#react #reactjs #pwa #appscope #js #jsproject #100daysofcode #javascript #frontend #kanyewest #kanyeapp #kanye #app https://t.co/p1sZMcBnlo",sana_is_BB,1364099175034613763,"['react', 'reactjs', 'pwa', 'appscope', 'js', 'jsproject', '100daysofcode', 'javascript', 'frontend', 'kanyewest', 'kanyeapp', 'kanye', 'app']",2021-02-23 06:26:01+08:00,6,1,['http://pbs.twimg.com/media/Eu5A9-HVkAMNlpP.jpg'],"['https://t.co/sgB0fXGzzI', 'https://t.co/jNzH8AZbrJ', 'https://t.co/p1sZMcBnlo']"
51,There are two major products that come out of Berkeley: LSD and UNIX.  We don’t believe this to be a coincidence. - Jeremy S. Anderson #100DaysOfCode,Geeksby,1364099152121114624,['100DaysOfCode'],2021-02-23 06:25:56+08:00,7,3,no images,[]
52,Just Blogged : Composite pattern with two Examples #programmer #programming #dotnetforall #100DaysOfCode #DEVCommunity  https://t.co/rC9KKKJu9d,dotnetforall,1364098841050513411,"['programmer', 'programming', 'dotnetforall', '100DaysOfCode', 'DEVCommunity']",2021-02-23 06:24:42+08:00,13,4,no images,['https://t.co/rC9KKKJu9d']
53,#100DaysOfCode Today I learned about semantic HTML and started the basics of HTML tags.,AlexAntartico,1364098779318689792,['100DaysOfCode'],2021-02-23 06:24:27+08:00,2,0,no images,[]
54,"#Day4 of #100DaysOfCode 

A great day to do great work.

Totally hopeful abt coming out as a champ at the end of my coding day....

""Jaya Ekadshi"" too... Jai Shri Ram.

Lets code ..... https://t.co/Eo1lxMR6j8",Truee_Storyyy,1364098729775534081,"['Day4', '100DaysOfCode']",2021-02-23 06:24:15+08:00,3,1,['http://pbs.twimg.com/tweet_video_thumb/Eu5AjpcVoAIEGof.jpg'],['https://t.co/Eo1lxMR6j8']
55,"Machine Learning Engineering

Link - https://t.co/EKdlMmkoUy

#MachineLearning #100DaysOfCode #CodeNewbies #WomenWhoCode #DEVCommunity #DevOps #Robotics #DeepLearning #DataScience #AI #ArtificialIntelligence #SoftwareEngineering #programming",rasangarocks,1364098645721636865,"['MachineLearning', '100DaysOfCode', 'CodeNewbies', 'WomenWhoCode', 'DEVCommunity', 'DevOps', 'Robotics', 'DeepLearning', 'DataScience', 'AI', 'ArtificialIntelligence', 'SoftwareEngineering', 'programming']",2021-02-23 06:23:55+08:00,18,6,no images,['https://t.co/EKdlMmkoUy']
56,"R3 Day 35:

Solved some more algorithm problems. I finished with a question I struggled with. 

I eventually answered it but didn't know how LOL. I'll go over it tomorrow

I witnessed magic tonight

#stepbystep

#100daysofCode #javascript  #webdev #DEVCommunity #data #Algorithms https://t.co/PYMyBbSUqO",j8ahmed,1364098595700498432,"['stepbystep', '100daysofCode', 'javascript', 'webdev', 'DEVCommunity', 'data', 'Algorithms']",2021-02-23 06:23:43+08:00,13,4,['http://pbs.twimg.com/tweet_video_thumb/Eu5AcAnXEAA1oMf.jpg'],['https://t.co/PYMyBbSUqO']
57,"#FEATURED #COURSES

Angular &amp; NodeJS - The MEAN Stack Guide [2021 Edition]

Learn how to connect your #Angular #Frontend to a #NodeJS, Express, #MongoDB #Backend by building a real Application

https://t.co/iIHj03RgvS

#CodeNewbies #100DaysOfCode #developer #womenwhocode #online https://t.co/xQvvODa15v",byLilyV,1364098348261777408,"['FEATURED', 'COURSES', 'Angular', 'Frontend', 'NodeJS', 'MongoDB', 'Backend', 'CodeNewbies', '100DaysOfCode', 'developer', 'womenwhocode', 'online']",2021-02-23 06:22:44+08:00,6,1,['http://pbs.twimg.com/media/Eu5AN-fXAAEjMuB.jpg'],"['https://t.co/iIHj03RgvS', 'https://t.co/xQvvODa15v']"
58,"#DEVCommunity #webdev #CodeNewbie #javascript #100DaysOfCode 
""To be wrong is nothing unless you continue to remember it.""",TheFieryBot,1364098266057605125,"['DEVCommunity', 'webdev', 'CodeNewbie', 'javascript', '100DaysOfCode']",2021-02-23 06:22:25+08:00,3,0,no images,[]
59,"Llegare?
Day 1
#100DaysOfCode",ale_cuca06,1364098012931371012,['100DaysOfCode'],2021-02-23 06:21:24+08:00,6,2,no images,[]
